tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets
RT @BellwardDelena: things are still going hot and heavy with #Barchie #Riverdale https://t.co/g9mS3xwse3,False,en,0,1,2021-03-03 00:29:51,1366908644508520449,"['things', 'still', 'going', 'hot', 'heavy', 'barchie', 'riverdale']",things still going hot heavy barchie riverdale
RT @RisingBarchie: One hot power couple 🥵🔥 #Barchie #Riverdale https://t.co/myYluNW4EJ,False,en,0,1,2021-03-03 00:29:44,1366908613835554823,"['one', 'hot', 'power', 'couple', 'barchie', 'riverdale']",one hot power couple barchie riverdale
RT @bar_endgame: Thank you KJ that's what I've seen too😊 #Barchie #Riverdale https://t.co/Zjkxp3obHe,False,en,0,2,2021-03-03 00:29:17,1366908500534833152,"['thank', 'kj', 'seen', 'barchie', 'riverdale']",thank kj seen barchie riverdale
me when barchie is endgame https://t.co/GD7nIkSxdz,True,en,2,0,2021-03-03 00:28:47,1366908374827347968,"['barchie', 'endgame']",barchie endgame
"RT @westallenslife: My Barchie bucket list: 
Confession of love (from both sides) 
Rain kiss 
Being official bf &amp; gf
Cute date scenes
More…",False,en,0,2,2021-03-03 00:28:23,1366908276890296322,"['barchie', 'bucket', 'list', 'confession', 'love', 'sides', 'rain', 'kiss', 'official', 'bf', 'amp', 'gf', 'cute', 'date', 'scenes']",barchie bucket list confession love sides rain kiss official bf amp gf cute date scenes
RT @alloutfandom: That #barchie kiss was hot #Riverdale https://t.co/5Mv70uuds1,False,en,0,2,2021-03-03 00:28:07,1366908209185902594,"['barchie', 'kiss', 'hot', 'riverdale']",barchie kiss hot riverdale
RT @barchiethoughts: Momentarily moving away from Barchie  just to say I love this Polly search party! #riverdale https://t.co/VnsfbVo2Bh,False,en,0,0,2021-03-03 00:28:01,1366908184825368578,"['momentarily', 'moving', 'away', 'barchie', 'say', 'love', 'polly', 'search', 'party', 'riverdale']",momentarily moving away barchie say love polly search party riverdale
"RT @Annahi130: This scene is so funny
#Barchie #Riverdale https://t.co/TQ9X3CqmhQ",False,en,0,2,2021-03-03 00:27:59,1366908172896772098,"['scene', 'funny', 'barchie', 'riverdale']",scene funny barchie riverdale
"RT @Annahi130: Idk why but Archies face made me laugh 
#Barchie #Riverdale https://t.co/y9n16Wwzbv",False,en,0,2,2021-03-03 00:27:55,1366908158665502724,"['idk', 'archies', 'face', 'made', 'laugh', 'barchie', 'riverdale']",idk archies face made laugh barchie riverdale
RT @lovebarchie_: SO obsessed with them 😭 #riverdale #barchie https://t.co/XZAdlZUIs1,False,en,0,1,2021-03-03 00:27:53,1366908148645249027,"['obsessed', 'riverdale', 'barchie']",obsessed riverdale barchie
"RT @colourfangirl: Breathless 🔥
#Barchie #Riverdale  https://t.co/LF5hXwCsm7",False,en,0,3,2021-03-03 00:27:39,1366908092525539331,"['breathless', 'barchie', 'riverdale']",breathless barchie riverdale
RT @_Noah_Krueger_: THEEE BEST SCENE IN RIVERDALE HISTORY!!😭🥵🔥🔥🔥 #Barchie #Riverdale,True,en,0,2,2021-03-03 00:27:29,1366908047705186304,"['noah', 'krueger', 'theee', 'best', 'scene', 'riverdale', 'history', 'barchie', 'riverdale']",noah krueger theee best scene riverdale history barchie riverdale
RT @AttaBoyBikash: Archie is always ready for Betty &amp; we're all loving this #Barchie moment #Riverdale ! https://t.co/gvZYIlo552,False,en,0,5,2021-03-03 00:27:26,1366908037659844608,"['archie', 'always', 'ready', 'betty', 'amp', 'loving', 'barchie', 'moment', 'riverdale']",archie always ready betty amp loving barchie moment riverdale
RT @retywie: THAT'S IT! THAT'S THE LOOK OF LONGING FOR LOVE. HE'S SO SOFT WITH BETTY. AND HE'S SO IN LOVE. ARCH.. YOU'RE SO F*CK UP 🤭🤭😍😍 #B…,True,en,0,2,2021-03-03 00:27:24,1366908028470099973,"['look', 'longing', 'love', 'soft', 'betty', 'love', 'arch', 'f', 'ck', 'b']",look longing love soft betty love arch f ck b
RT @alloutfandom: This was pretty hot #barchie in the classic car #Riverdale https://t.co/W254Bk4Tkk,False,en,0,1,2021-03-03 00:27:14,1366907986191482881,"['pretty', 'hot', 'barchie', 'classic', 'car', 'riverdale']",pretty hot barchie classic car riverdale
RT @Karrywood123: Ugh so soft. I love them #Barchie #Riverdale https://t.co/qBiUy7KS0r,False,en,0,2,2021-03-03 00:26:44,1366907860551151624,"['ugh', 'soft', 'love', 'barchie', 'riverdale']",ugh soft love barchie riverdale
RT @alloutfandom: Those sexy i want you looks and the hand touch in this scene and bettys smile #Barchie #Riverdale https://t.co/aCQobpd2AN,False,en,0,0,2021-03-03 00:26:34,1366907816531918849,"['sexy', 'want', 'looks', 'hand', 'touch', 'scene', 'bettys', 'smile', 'barchie', 'riverdale']",sexy want looks hand touch scene bettys smile barchie riverdale
"RT @Barchiting: If they are not Riverdale's love story, then why this? #Barchie #Riverdale https://t.co/gWQFXeC8Xu",False,en,0,2,2021-03-03 00:26:23,1366907772495941637,"['riverdale', 'love', 'story', 'barchie', 'riverdale']",riverdale love story barchie riverdale
"RT @FernandaSocola: In the photo Archie looks flirty and we know who puts it like that😏🙌 
#Barchie #Riverdale https://t.co/GWLyIwn12m",True,en,0,0,2021-03-03 00:26:18,1366907751004274690,"['photo', 'archie', 'looks', 'flirty', 'know', 'puts', 'like', 'barchie', 'riverdale']",photo archie looks flirty know puts like barchie riverdale
"RT @crimsonclover90: @CW_Riverdale Iconic duo outselling like we always knew they would. #Barchie #Riverdale

https://t.co/fAZuWJYVAf",False,en,0,1,2021-03-03 00:26:05,1366907696771964929,"['iconic', 'duo', 'outselling', 'like', 'always', 'knew', 'would', 'barchie', 'riverdale']",iconic duo outselling like always knew would barchie riverdale
"RT @barchie2021: I don't care what anyone says they love each other,
they always have. you don't look at your friends with benefits like th…",False,en,0,1,2021-03-03 00:25:45,1366907612680380419,"['care', 'anyone', 'says', 'love', 'always', 'look', 'friends', 'benefits', 'like', 'th']",care anyone says love always look friends benefits like th
if i see one bughead shipper saying that barchie has no chemistry and that it’s a whole downgrade of bughead i will prosecute your ass 😗,False,en,0,0,2021-03-03 00:25:38,1366907583588667393,"['see', 'one', 'bughead', 'shipper', 'saying', 'barchie', 'chemistry', 'whole', 'downgrade', 'bughead', 'prosecute', 'ass']",see one bughead shipper saying barchie chemistry whole downgrade bughead prosecute ass
"RT @barchanted: All I've ever heard was that they read at the same time, which could literally just mean during the same day. I've never se…",True,en,0,2,2021-03-03 00:25:35,1366907570284154882,"['ever', 'heard', 'read', 'time', 'could', 'literally', 'mean', 'day', 'never', 'se']",ever heard read time could literally mean day never se
"RT @tvduenthusiast: betty and archie are growing on me so fast, i love them #barchie #riverdale https://t.co/RS8YdBpuNl",False,en,0,0,2021-03-03 00:25:28,1366907541670813710,"['betty', 'archie', 'growing', 'fast', 'love', 'barchie', 'riverdale']",betty archie growing fast love barchie riverdale
RT @Kiimora2: I was just a bughead LAST WEEK but I don’t know the more I interact with barchie shippers and the more lili posts about barch…,False,en,0,2,2021-03-03 00:25:25,1366907527980584960,"['bughead', 'last', 'week', 'know', 'interact', 'barchie', 'shippers', 'lili', 'posts', 'barch']",bughead last week know interact barchie shippers lili posts barch
"RT @willowiscold: I'm 26, I shouldn't care that barchie are together now, but it does, it bothers me so much! Bring #bughead back! #riverda…",False,en,0,0,2021-03-03 00:25:22,1366907516626604032,"['26', 'care', 'barchie', 'together', 'bothers', 'much', 'bring', 'bughead', 'back', 'riverda']",26 care barchie together bothers much bring bughead back riverda
"RT @barchiedestiny: THEY LITERALLY WANT TO DEVOUR EACH OTHER🥵🔥

#Barchie #Riverdale https://t.co/P6aJY9srqI",False,en,0,1,2021-03-03 00:25:18,1366907499870306304,"['literally', 'want', 'devour', 'barchie', 'riverdale']",literally want devour barchie riverdale
RT @RoselynKate15: Loved this glance❤️ #Barchie #Barchiedale #Riverdale https://t.co/fOAzRE7KT6,False,en,0,1,2021-03-03 00:25:04,1366907440478978050,"['loved', 'glance', 'barchie', 'barchiedale', 'riverdale']",loved glance barchie barchiedale riverdale
RT @bttyarchie: BARCHIE HAS 2 CAR KISS SCENES LIKE THA FUCK,False,en,0,1,2021-03-03 00:24:48,1366907371784712192,"['barchie', '2', 'car', 'kiss', 'scenes', 'like', 'tha', 'fuck']",barchie 2 car kiss scenes like tha fuck
