tweets,quote_status,language,favorite_count,retweet_count,time,processed_text,cleaned_tweets
@bettyandjugrd @luxluis13 @BrianEPaterson Like they did when bughead fucked for seasons. So chill.,False,en,4,0,2021-02-26 09:05:43,"['like', 'bughead', 'fucked', 'seasons', 'chill']",like bughead fucked seasons chill
I miss my #BugHead . Bye. #Riverdale,False,en,2,1,2021-02-26 09:04:00,"['miss', 'bughead', 'bye', 'riverdale']",miss bughead bye riverdale
I miss watching a couple with an emotional connection #Riverdale https://t.co/AtHFh4JFcB,True,en,61,5,2021-02-26 08:56:43,"['miss', 'watching', 'couple', 'emotional', 'connection', 'riverdale']",miss watching couple emotional connection riverdale
Most underrated Bughead scene? #Riverdale https://t.co/9zjR31F1qB,False,en,365,34,2021-02-26 08:50:52,"['underrated', 'bughead', 'scene', 'riverdale']",underrated bughead scene riverdale
"RT @Aestheticlils: Bughead is one of my comfort ships, I love them so much. 🥺💗",False,en,0,1,2021-02-26 08:42:36,"['bughead', 'one', 'comfort', 'ships', 'love', 'much']",bughead one comfort ships love much
RT @bugheadaIe: this scene hits even harder now. jughead really is her person. #riverdale https://t.co/kFiHF2Ekl5,False,en,0,86,2021-02-26 08:39:29,"['scene', 'hits', 'even', 'harder', 'jughead', 'really', 'person', 'riverdale']",scene hits even harder jughead really person riverdale
RT @BugheadUpdates: @RiverdaleWriter bughead exes to lovers https://t.co/HsW0BZ0Lu4,False,en,0,6,2021-02-26 08:39:17,"['bughead', 'exes', 'lovers']",bughead exes lovers
"I’m missing the #bughead scenes, even just general interaction together... #Riverdale",False,en,144,7,2021-02-26 08:37:43,"['missing', 'bughead', 'scenes', 'even', 'general', 'interaction', 'together', 'riverdale']",missing bughead scenes even general interaction together riverdale
"RT @coopbettss: // we should normalize people shipping both barchie and bughead. like literally as long as betty is happy, that's all i car…",False,en,0,7,2021-02-26 08:24:36,"['normalize', 'people', 'shipping', 'barchie', 'bughead', 'like', 'literally', 'long', 'betty', 'happy', 'car']",normalize people shipping barchie bughead like literally long betty happy car
"Bughead is one of my comfort ships, I love them so much. 🥺💗",False,en,7,1,2021-02-26 08:22:28,"['bughead', 'one', 'comfort', 'ships', 'love', 'much']",bughead one comfort ships love much
@vickynews @nymonologue i love how ras was told there was no love triangle and he said “ah yes i will have archie look at betty one more time and then tell veronica it was bc seeing bughead together made him realize that he wants to be with her” literally what goes on.,False,en,5,0,2021-02-26 08:10:17,"['love', 'ras', 'told', 'love', 'triangle', 'said', 'ah', 'yes', 'archie', 'look', 'betty', 'one', 'time', 'tell', 'veronica', 'bc', 'seeing', 'bughead', 'together', 'made', 'realize', 'wants', 'literally', 'goes']",love ras told love triangle said ah yes archie look betty one time tell veronica bc seeing bughead together made realize wants literally goes
"@bugverchoni @nymonologue ok but if condomchie is varchie (?) and bugcest is bughead, who's sexchie? unless... longcon?",False,en,4,0,2021-02-26 08:03:36,"['ok', 'condomchie', 'varchie', 'bugcest', 'bughead', 'sexchie', 'unless', 'longcon']",ok condomchie varchie bugcest bughead sexchie unless longcon
@nabrinas 👎👎👎 youre giving bughead don’t know how to analyze th,False,en,0,0,2021-02-26 07:44:31,"['youre', 'giving', 'bughead', 'know', 'analyze', 'th']",youre giving bughead know analyze th
@jaceyskeene LIKE FIGHTING WITH A YODA BOT OVER BUGHEAD AND BARCHIE????,False,en,2,0,2021-02-26 07:31:25,"['like', 'fighting', 'yoda', 'bot', 'bughead', 'barchie']",like fighting yoda bot bughead barchie
So I can slowly see that barchie is going to burn out and bughead is going to come back BUT WTF IS HAPPENING #Riverdale,False,en,0,0,2021-02-26 07:27:02,"['slowly', 'see', 'barchie', 'going', 'burn', 'bughead', 'going', 'come', 'back', 'wtf', 'happening', 'riverdale']",slowly see barchie going burn bughead going come back wtf happening riverdale
"RT @RiverdalexFanp1: @lilireinhart I closed my eyes when this scene was, sorry but i only ship Bughead and Varchie",False,en,0,2,2021-02-26 07:26:42,"['closed', 'eyes', 'scene', 'sorry', 'ship', 'bughead', 'varchie']",closed eyes scene sorry ship bughead varchie
RT @sthwithstyles: @lilireinhart I was hoping for some #Bughead material 🙈,False,en,0,1,2021-02-26 07:24:36,"['hoping', 'bughead', 'material']",hoping bughead material
@Bughead_Support even in the shit place they are now he would drop everything to help her and we all know it,False,en,2,0,2021-02-26 07:20:17,"['even', 'shit', 'place', 'would', 'drop', 'everything', 'help', 'know']",even shit place would drop everything help know
RT @AngelCr66417098: Can't wait to see jug and Betty again I hope bughead comes back https://t.co/Ae4HHNEd9c,False,en,0,1,2021-02-26 07:19:30,"['wait', 'see', 'jug', 'betty', 'hope', 'bughead', 'comes', 'back']",wait see jug betty hope bughead comes back
RT @Marvel_Tiphanie: @lilireinhart NO ONE WANTS BARCHIE. BUGHEAD AND VARCHIE OR NOTHING OKAY? OKAY! 🙅,False,en,0,1,2021-02-26 07:18:22,"['one', 'wants', 'barchie', 'bughead', 'varchie', 'nothing', 'okay', 'okay']",one wants barchie bughead varchie nothing okay okay
RT @smugheadjones: @CW_Riverdale where’s bughead 🙄 https://t.co/ZfaDHtQ4t0,False,en,0,4,2021-02-26 07:08:01,['bughead'],bughead
RT @buvghead: @lilireinhart but bughead is hotter😏 https://t.co/SHsWq9GhNk,False,en,0,29,2021-02-26 07:06:53,"['bughead', 'hotter']",bughead hotter
@awmeliabesson_ Bughead harus jd endgame😭😭,False,en,0,0,2021-02-26 07:06:12,"['bughead', 'harus', 'jd', 'endgame']",bughead harus jd endgame
"@live_free95 @CW_Riverdale Yeh but if they got together waaay before, it wouldnt b so weird. The show gave us bughead&amp;Varchie. &amp;now it feels like they’re cheapening it. &amp;betty drifted away from Arch after she got with Jug so the bffs to lovers thing doesnt fit. They’re a turn off. But thats my opinion",False,en,0,0,2021-02-26 07:01:42,"['yeh', 'got', 'together', 'waaay', 'wouldnt', 'b', 'weird', 'show', 'gave', 'us', 'bughead', 'amp', 'varchie', 'amp', 'feels', 'like', 'cheapening', 'amp', 'betty', 'drifted', 'away', 'arch', 'got', 'jug', 'bffs', 'lovers', 'thing', 'doesnt', 'fit', 'turn', 'thats', 'opinion']",yeh got together waaay wouldnt b weird show gave us bughead amp varchie amp feels like cheapening amp betty drifted away arch got jug bffs lovers thing doesnt fit turn thats opinion
@dscxo do u ship bughead or barchie,False,en,1,0,2021-02-26 07:00:21,"['u', 'ship', 'bughead', 'barchie']",u ship bughead barchie
horrible people attracted by this horrible horrible ship. unsurprising. mass quote me please u probably are friends with or are a racist homophobic bughead from the 2018-2019 era who said choni doesn’t deserve screentime anyway https://t.co/JzpQx1LsF5,False,en,27,0,2021-02-26 06:57:24,"['horrible', 'people', 'attracted', 'horrible', 'horrible', 'ship', 'unsurprising', 'mass', 'quote', 'please', 'u', 'probably', 'friends', 'racist', 'homophobic', 'bughead', '2018', '2019', 'era', 'said', 'choni', 'deserve', 'screentime', 'anyway']",horrible people attracted horrible horrible ship unsurprising mass quote please u probably friends racist homophobic bughead 2018 2019 era said choni deserve screentime anyway
"RT @Elisa7665746844: @lilireinhart I respect every opinion about #barchie,but for me the very true love only is #bughead. They fall in love…",False,en,0,3,2021-02-26 06:56:39,"['respect', 'every', 'opinion', 'barchie', 'true', 'love', 'bughead', 'fall', 'love']",respect every opinion barchie true love bughead fall love
RT @SkylaParks1: @lilireinhart It’s has to be BUGHEAD,False,en,0,4,2021-02-26 06:51:58,['bughead'],bughead
@jaceyskeene @slowburnsftw did you fight every bughead on this app since 2017? i don’t think so now move!,False,en,1,0,2021-02-26 06:41:16,"['fight', 'every', 'bughead', 'app', 'since', '2017', 'think', 'move']",fight every bughead app since 2017 think move
"@lilicamifan um they do have chemistry,, i know yall r mad that bughead is no longer but that doesn’t me that betty can have a relationship with over people. have u seen they way the look at each other https://t.co/4CV59e8NtJ",False,en,0,0,2021-02-26 06:37:59,"['um', 'chemistry', 'know', 'yall', 'r', 'mad', 'bughead', 'longer', 'betty', 'relationship', 'people', 'u', 'seen', 'way', 'look']",um chemistry know yall r mad bughead longer betty relationship people u seen way look
@awmeliabesson_ Yess as a bughead team,False,en,0,0,2021-02-26 06:34:48,"['yess', 'bughead', 'team']",yess bughead team
@BrianEPaterson bughead exes to lovers will be your serve https://t.co/A08Hp0LT7h,False,en,40,2,2021-02-26 06:32:27,"['bughead', 'exes', 'lovers', 'serve']",bughead exes lovers serve
RT @BugheadCloud: @WarnerChannelLA BUGHEAD ALL THE WAY. BUGHEAD ENDGAME. BUGHEAD FOREVER. BUGHEAD ALWAYS TOGETHER. GO BUGHEAD NATION!,False,en,0,4,2021-02-26 06:20:38,"['bughead', 'way', 'bughead', 'endgame', 'bughead', 'forever', 'bughead', 'always', 'together', 'go', 'bughead', 'nation']",bughead way bughead endgame bughead forever bughead always together go bughead nation
"@BrianEPaterson we love them all, but there's nothing like bughead, and we miss them so much",False,en,5,0,2021-02-26 06:20:30,"['love', 'nothing', 'like', 'bughead', 'miss', 'much']",love nothing like bughead miss much
"Bughead and Varchie weren't really fan service bc they weren't all about sex, they actually had great interactions and worked with the storyline. BA is FWB, which is just sex. Fan service is usually very sexual. They do nothing to help the storyline progress, they just have sex.",False,en,2,0,2021-02-26 06:16:58,"['bughead', 'varchie', 'really', 'fan', 'service', 'bc', 'sex', 'actually', 'great', 'interactions', 'worked', 'storyline', 'ba', 'fwb', 'sex', 'fan', 'service', 'usually', 'sexual', 'nothing', 'help', 'storyline', 'progress', 'sex']",bughead varchie really fan service bc sex actually great interactions worked storyline ba fwb sex fan service usually sexual nothing help storyline progress sex
@BrianEPaterson hell yesssss y'all are killing it with the #VARCHIE  slow burn  the crumbs are delicious  can't wait to see what u have planned with #bughead and #choni https://t.co/VBX3ecIdIY,False,en,5,0,2021-02-26 06:12:09,"['hell', 'yesssss', 'killing', 'varchie', 'slow', 'burn', 'crumbs', 'delicious', 'wait', 'see', 'u', 'planned', 'bughead', 'choni']",hell yesssss killing varchie slow burn crumbs delicious wait see u planned bughead choni
@jensIindIeys oh okay i get it so varchie is supposed to be ryissa and ig bughead is sethmer then??,False,en,0,0,2021-02-26 06:10:19,"['oh', 'okay', 'get', 'varchie', 'supposed', 'ryissa', 'ig', 'bughead', 'sethmer']",oh okay get varchie supposed ryissa ig bughead sethmer
"reminder that betty is just in love with the idea of archie, now anyways bughead endgame🙌 https://t.co/0dVE5cj28o",False,en,5,0,2021-02-26 06:06:12,"['reminder', 'betty', 'love', 'idea', 'archie', 'anyways', 'bughead', 'endgame']",reminder betty love idea archie anyways bughead endgame
@BrianEPaterson y'all  giving toni and Tabitha the spot light  letting kangs speak more then once per epsiode and giving us   bughead varchie and choni crumbs every episode and setting up some amazing slow burns  for each couple   of course episode was amazing,False,en,5,0,2021-02-26 06:05:07,"['giving', 'toni', 'tabitha', 'spot', 'light', 'letting', 'kangs', 'speak', 'per', 'epsiode', 'giving', 'us', 'bughead', 'varchie', 'choni', 'crumbs', 'every', 'episode', 'setting', 'amazing', 'slow', 'burns', 'couple', 'course', 'episode', 'amazing']",giving toni tabitha spot light letting kangs speak per epsiode giving us bughead varchie choni crumbs every episode setting amazing slow burns couple course episode amazing
"@BrianEPaterson Yes a great show, can't wait for the bughead reunion",False,en,10,0,2021-02-26 06:04:01,"['yes', 'great', 'show', 'wait', 'bughead', 'reunion']",yes great show wait bughead reunion
@sethsumers BUGHEAD IS SETHMER AND VARCHIE RYISSA?/?/???/?/,False,en,0,0,2021-02-26 05:56:47,"['bughead', 'sethmer', 'varchie', 'ryissa']",bughead sethmer varchie ryissa
@BrianEPaterson missed bughead this week but am loving all the varchie crumbs &lt;33  https://t.co/PgWNtm4JOz,False,en,46,2,2021-02-26 05:55:11,"['missed', 'bughead', 'week', 'loving', 'varchie', 'crumbs', 'lt', '33']",missed bughead week loving varchie crumbs lt 33
"Even in the COMIC Archie MARRIES Veronica. #Barchie #BUGHEAD #BarchieIsOver
#TimeToFaceTheTruth https://t.co/Xzb08xHQkv",False,en,2,0,2021-02-26 05:52:44,"['even', 'comic', 'archie', 'marries', 'veronica', 'barchie', 'bughead', 'barchieisover', 'timetofacethetruth']",even comic archie marries veronica barchie bughead barchieisover timetofacethetruth
@RiverdaleWriter Sorry but #bughead,False,en,0,0,2021-02-26 05:52:12,"['sorry', 'bughead']",sorry bughead
@Lauraisback25 @a_wculver Go cry about it. Bughead is bones.,False,en,8,0,2021-02-26 05:51:05,"['go', 'cry', 'bughead', 'bones']",go cry bughead bones
the person said varchie endgame and was talking on betty deserving better never once mentioned bughead you did tho LMAOO obsessed with bughead because same https://t.co/4m5yci7b3l,True,en,1,0,2021-02-26 05:49:18,"['person', 'said', 'varchie', 'endgame', 'talking', 'betty', 'deserving', 'better', 'never', 'mentioned', 'bughead', 'tho', 'lmaoo', 'obsessed', 'bughead']",person said varchie endgame talking betty deserving better never mentioned bughead tho lmaoo obsessed bughead
"@Stephaniess8241 @JASIESILKY Lol never said that, but believe whatever thing you want. You were the one who said the series would flop without Bughead and it’s doing even better",False,en,0,0,2021-02-26 05:47:16,"['lol', 'never', 'said', 'believe', 'whatever', 'thing', 'want', 'one', 'said', 'series', 'would', 'flop', 'without', 'bughead', 'even', 'better']",lol never said believe whatever thing want one said series would flop without bughead even better
"I didn’t say Bughead once in this tweet, so what are you talking about?? https://t.co/mwBNpj8hSU",True,en,0,0,2021-02-26 05:47:05,"['say', 'bughead', 'tweet', 'talking']",say bughead tweet talking
@pscwyers VARCHIE IS RYISSA AND BUGHEAD IS SETHMER,False,en,0,0,2021-02-26 05:46:56,"['varchie', 'ryissa', 'bughead', 'sethmer']",varchie ryissa bughead sethmer
So while I’m convinced still Bughead is endgame I can maybe see them actually getting the Stelena treatment. Epic hs love. Maybe even soulmates. But not in love love as adults. Thoughts @mdawn37?,False,en,0,0,2021-02-26 05:31:36,"['convinced', 'still', 'bughead', 'endgame', 'maybe', 'see', 'actually', 'getting', 'stelena', 'treatment', 'epic', 'hs', 'love', 'maybe', 'even', 'soulmates', 'love', 'love', 'adults', 'thoughts']",convinced still bughead endgame maybe see actually getting stelena treatment epic hs love maybe even soulmates love love adults thoughts
"Ok.
@lilireinhart 
But what about bughead??😑
#Riverdale #bughead https://t.co/EbtQN6YSty",False,en,0,0,2021-02-26 05:29:00,"['ok', 'bughead', 'riverdale', 'bughead']",ok bughead riverdale bughead
like i don’t understand how barchie already outdid all the 1200 bughead sex scenes with the ONE shower scene alone someone pls explain this insanity,False,en,3,0,2021-02-26 05:28:59,"['like', 'understand', 'barchie', 'already', 'outdid', '1200', 'bughead', 'sex', 'scenes', 'one', 'shower', 'scene', 'alone', 'someone', 'pls', 'explain', 'insanity']",like understand barchie already outdid 1200 bughead sex scenes one shower scene alone someone pls explain insanity
@fcrsythe if they paid attention they’d be worried bughead hasn’t really interacted yet.,False,en,23,1,2021-02-26 05:24:19,"['paid', 'attention', 'worried', 'bughead', 'really', 'interacted', 'yet']",paid attention worried bughead really interacted yet
"RT @REINH4RTBT: es imposible que bughead no sea endgame si jughead y betty se dijeron ""i still love you, i'll always love you"" ""i'll always…",False,en,0,9,2021-02-26 05:23:20,"['es', 'imposible', 'que', 'bughead', 'sea', 'endgame', 'si', 'jughead', 'betty', 'se', 'dijeron', 'still', 'love', 'always', 'love', 'always']",es imposible que bughead sea endgame si jughead betty se dijeron still love always love always
@bugheadaIe they just don’t believe the bughead exes to lovers agenda and are ignoring what the writers are setting up but it’s fine,False,en,33,0,2021-02-26 05:19:52,"['believe', 'bughead', 'exes', 'lovers', 'agenda', 'ignoring', 'writers', 'setting', 'fine']",believe bughead exes lovers agenda ignoring writers setting fine
"RT @BUGGIEDALE: ONE MOMENT....
BA WAS HAVING SEX IN THE CAR WHILE SCHOOL WAS ON FIRE....
REMEMBER BUGHEAD IN 3X16.....
WRITERS ARE SICK.
TH…",False,en,0,19,2021-02-26 05:19:01,"['one', 'moment', 'ba', 'sex', 'car', 'school', 'fire', 'remember', 'bughead', '3x16', 'writers', 'sick', 'th']",one moment ba sex car school fire remember bughead 3x16 writers sick th
@barchanted @crimsonclover90 I'm not saying they didn't help each other. Just that Varchie and Bughead were consistently there and supportive of each other.,False,en,1,0,2021-02-26 05:16:03,"['saying', 'help', 'varchie', 'bughead', 'consistently', 'supportive']",saying help varchie bughead consistently supportive
"Did anyone get to watch the clubhouse chat with the Riverdale writers? If so, did they mention anything about Bughead?",False,en,0,0,2021-02-26 05:16:01,"['anyone', 'get', 'watch', 'clubhouse', 'chat', 'riverdale', 'writers', 'mention', 'anything', 'bughead']",anyone get watch clubhouse chat riverdale writers mention anything bughead
RT @RiverdaleWriter: Who else needs to hear this voicemail stat? #Bughead #Riverdale https://t.co/XIYZBPu1q9,False,en,0,246,2021-02-26 05:13:18,"['else', 'needs', 'hear', 'voicemail', 'stat', 'bughead', 'riverdale']",else needs hear voicemail stat bughead riverdale
"yo 🤝 no shippear Barchie ni Bughead.
#Riverdale",False,en,0,0,2021-02-26 05:07:38,"['yo', 'shippear', 'barchie', 'ni', 'bughead', 'riverdale']",yo shippear barchie ni bughead riverdale
"@fbiponytail / no! this was completely not targeted to you, i promise. I just recently got hate on different apps for not choosing barchie or bughead. we should definitely be friends :)",False,en,1,0,2021-02-26 05:05:17,"['completely', 'targeted', 'promise', 'recently', 'got', 'hate', 'different', 'apps', 'choosing', 'barchie', 'bughead', 'definitely', 'friends']",completely targeted promise recently got hate different apps choosing barchie bughead definitely friends
"@coopbettss / no it doesn't, don't worry! i just feel like this was toward me and how i openly hate on bughead on the tl...",False,en,0,0,2021-02-26 05:01:48,"['worry', 'feel', 'like', 'toward', 'openly', 'hate', 'bughead', 'tl']",worry feel like toward openly hate bughead tl
"@FANCYTWICE9 Lmao😭, you need to continue....(spolier- choni, bughead brokeup)",False,en,0,0,2021-02-26 05:00:22,"['lmao', 'need', 'continue', 'spolier', 'choni', 'bughead', 'brokeup']",lmao need continue spolier choni bughead brokeup
@dlwlsana I watched 3 seasons to see the lesbian shit and all I got was bughead and shitty plot 💀,False,en,0,0,2021-02-26 04:57:39,"['watched', '3', 'seasons', 'see', 'lesbian', 'shit', 'got', 'bughead', 'shitty', 'plot']",watched 3 seasons see lesbian shit got bughead shitty plot
@BrianEPaterson I swear if it wasn't for that doritos shout  out  tabitha toni cherly VERONICA jughead kangs this mothman demon alien  thing    and the obvious varchie and bughead crumbs  I would stop watching   but damn y'all know how to keep vas and bhs coming back for more torture,False,en,0,0,2021-02-26 04:56:13,"['swear', 'doritos', 'shout', 'tabitha', 'toni', 'cherly', 'veronica', 'jughead', 'kangs', 'mothman', 'demon', 'alien', 'thing', 'obvious', 'varchie', 'bughead', 'crumbs', 'would', 'stop', 'watching', 'damn', 'know', 'keep', 'vas', 'bhs', 'coming', 'back', 'torture']",swear doritos shout tabitha toni cherly veronica jughead kangs mothman demon alien thing obvious varchie bughead crumbs would stop watching damn know keep vas bhs coming back torture
@NancyRiverDrew I've had this argument with you before. Bughead bores the life out of me. I don't care that you think they have to be the detectives simply bc it's a mystery show. I'd rather see others be involved.,False,en,2,0,2021-02-26 04:54:36,"['argument', 'bughead', 'bores', 'life', 'care', 'think', 'detectives', 'simply', 'bc', 'mystery', 'show', 'rather', 'see', 'others', 'involved']",argument bughead bores life care think detectives simply bc mystery show rather see others involved
"@barchanted Bughead are the detectives. It's a mystery show. Solving drives them. Less so the case with the others, though it is fun when they contribute.",False,en,0,0,2021-02-26 04:53:24,"['bughead', 'detectives', 'mystery', 'show', 'solving', 'drives', 'less', 'case', 'others', 'though', 'fun', 'contribute']",bughead detectives mystery show solving drives less case others though fun contribute
RT @enbytabitha: I MISSED THAT SMILE🥺 https://t.co/VaXLdOVtSX,False,en,0,17,2021-02-26 04:50:24,"['missed', 'smile']",missed smile
RT @enbytabitha: Tabitha tate i want to personally thank you for making my son smile🙏🏼 https://t.co/2owDtvGfvW,False,en,0,22,2021-02-26 04:50:01,"['tabitha', 'tate', 'want', 'personally', 'thank', 'making', 'son', 'smile']",tabitha tate want personally thank making son smile
"RT @bugheadIines: hey, look at me. i know you. you’re a good person, betty. you might have some darkness just like me, but you’re not evil.…",False,en,0,23,2021-02-26 04:49:37,"['hey', 'look', 'know', 'good', 'person', 'betty', 'might', 'darkness', 'like', 'evil']",hey look know good person betty might darkness like evil
"RT @BUGGIEDALE: god, i've missed you.... https://t.co/5eKaPzA0bA",False,en,0,30,2021-02-26 04:48:51,"['god', 'missed']",god missed
RT @bugverchoni: fun is over give them back @WriterRAS https://t.co/0gqnU3Ntnz,False,en,0,23,2021-02-26 04:47:18,"['fun', 'give', 'back']",fun give back
"I love Jughead, and I love Bughead, but if this is a J+B tattoo, I’m gonna be concerned. They would have been broken up, by the time this tattoo was done. It would seem really obsessive. I doubt it’s that kind of tattoo, but I’ve seen theories on the TL about it. https://t.co/gVJ2k454bu",False,en,3,0,2021-02-26 04:45:30,"['love', 'jughead', 'love', 'bughead', 'j', 'b', 'tattoo', 'gonna', 'concerned', 'would', 'broken', 'time', 'tattoo', 'done', 'would', 'seem', 'really', 'obsessive', 'doubt', 'kind', 'tattoo', 'seen', 'theories', 'tl']",love jughead love bughead j b tattoo gonna concerned would broken time tattoo done would seem really obsessive doubt kind tattoo seen theories tl
when we finally get slowburn varchie and bughead &gt;&gt;&gt;,False,en,0,0,2021-02-26 04:44:38,"['finally', 'get', 'slowburn', 'varchie', 'bughead', 'gt', 'gt', 'gt']",finally get slowburn varchie bughead gt gt gt
"Give us Bughead endgame, wag Barchie please!!!! 😭",False,en,1,0,2021-02-26 04:44:09,"['give', 'us', 'bughead', 'endgame', 'wag', 'barchie', 'please']",give us bughead endgame wag barchie please
"Again, can slowburnsftw go outside and stop targeting bugheads?? Your ship is finally getting content, go pay attention to that rather than BHs. You’re so obsessed, I’m honestly convinced you are a Bughead fan yourself. Please, go outside for once in your life. Get off ur phone.",False,en,3,0,2021-02-26 04:35:02,"['slowburnsftw', 'go', 'outside', 'stop', 'targeting', 'bugheads', 'ship', 'finally', 'getting', 'content', 'go', 'pay', 'attention', 'rather', 'bhs', 'obsessed', 'honestly', 'convinced', 'bughead', 'fan', 'please', 'go', 'outside', 'life', 'get', 'ur', 'phone']",slowburnsftw go outside stop targeting bugheads ship finally getting content go pay attention rather bhs obsessed honestly convinced bughead fan please go outside life get ur phone
RT @itsreinhartt: I'm the only one that can't ship romanticly Jughead and Thabita I only see them as besties and I'm loving their friendship,False,en,0,25,2021-02-26 04:34:32,"['one', 'ship', 'romanticly', 'jughead', 'thabita', 'see', 'besties', 'loving', 'friendship']",one ship romanticly jughead thabita see besties loving friendship
RT @fcrsythe: THE WHOLE WORLD KNOWS HOW JUGHEAD FELT ABOUT BETTY? AND HOW IN LOVE HE WAS? THIS IS TWISTED.,False,en,0,19,2021-02-26 04:33:51,"['whole', 'world', 'knows', 'jughead', 'felt', 'betty', 'love', 'twisted']",whole world knows jughead felt betty love twisted
RT @enigmabuqhead: Who's gonna tell her their gonna be bones?,True,en,0,20,2021-02-26 04:33:43,"['gonna', 'tell', 'gonna', 'bones']",gonna tell gonna bones
like bughead and varchie stans hes like so obsessed so if hre writes yall just ignore it https://t.co/egs6Dw5CRV,True,en,1,0,2021-02-26 04:32:30,"['like', 'bughead', 'varchie', 'stans', 'hes', 'like', 'obsessed', 'hre', 'writes', 'yall', 'ignore']",like bughead varchie stans hes like obsessed hre writes yall ignore
yall this person has got to be a bughead and varchie account ! because he deadass comes to my account 24/7 like watching my shit like so obsessed ( its blurry IK ) https://t.co/6ift0RynSn,False,en,10,0,2021-02-26 04:29:10,"['yall', 'person', 'got', 'bughead', 'varchie', 'account', 'deadass', 'comes', 'account', '24', '7', 'like', 'watching', 'shit', 'like', 'obsessed', 'blurry', 'ik']",yall person got bughead varchie account deadass comes account 24 7 like watching shit like obsessed blurry ik
it's so surreal to search rd stuff on twitter bc it's all barchie this and bughead that. did they miss the part where mothman is here now and also an alien,False,en,0,0,2021-02-26 04:20:40,"['surreal', 'search', 'rd', 'stuff', 'twitter', 'bc', 'barchie', 'bughead', 'miss', 'part', 'mothman', 'also', 'alien']",surreal search rd stuff twitter bc barchie bughead miss part mothman also alien
"RT @Aestheticlils: I do my best to be kind and nice as much as I can, but when people defend ab*se, toxicity, or make extremely wrong posts…",False,en,0,1,2021-02-26 04:18:04,"['best', 'kind', 'nice', 'much', 'people', 'defend', 'ab', 'se', 'toxicity', 'make', 'extremely', 'wrong', 'posts']",best kind nice much people defend ab se toxicity make extremely wrong posts
GOOD now admite you are a bughead and varchie shipper https://t.co/kmjUZDxg4q,True,en,2,0,2021-02-26 04:16:55,"['good', 'admite', 'bughead', 'varchie', 'shipper']",good admite bughead varchie shipper
you are so delusional if you really think barchie will be anything more than just sex barchie is just sex and that's what they will remain bughead and varchie will be endgame for riverdale https://t.co/vnyZih43V3,True,en,3,0,2021-02-26 04:14:54,"['delusional', 'really', 'think', 'barchie', 'anything', 'sex', 'barchie', 'sex', 'remain', 'bughead', 'varchie', 'endgame', 'riverdale']",delusional really think barchie anything sex barchie sex remain bughead varchie endgame riverdale
"the way i have every reason to be uncomfortable with bughead, it's not natural to be in a romantic relationship with someone you share family with.",False,en,17,4,2021-02-26 04:14:34,"['way', 'every', 'reason', 'uncomfortable', 'bughead', 'natural', 'romantic', 'relationship', 'someone', 'share', 'family']",way every reason uncomfortable bughead natural romantic relationship someone share family
"I do my best to be kind and nice as much as I can, but when people defend ab*se, toxicity, or make extremely wrong posts, I’m gonna call it out. 

There will be no Varchie, Bughead, Veronica, or Jughead slander in my TL, or my mentions. You will be called out.",False,en,3,1,2021-02-26 04:13:59,"['best', 'kind', 'nice', 'much', 'people', 'defend', 'ab', 'se', 'toxicity', 'make', 'extremely', 'wrong', 'posts', 'gonna', 'call', 'varchie', 'bughead', 'veronica', 'jughead', 'slander', 'tl', 'mentions', 'called']",best kind nice much people defend ab se toxicity make extremely wrong posts gonna call varchie bughead veronica jughead slander tl mentions called
/ it's totally cool if people ship bughead &amp; barchie i just don't and that's my right. I didn't mean to start anything by expressing my discomfort. . .,False,en,1,0,2021-02-26 04:09:12,"['totally', 'cool', 'people', 'ship', 'bughead', 'amp', 'barchie', 'right', 'mean', 'start', 'anything', 'expressing', 'discomfort']",totally cool people ship bughead amp barchie right mean start anything expressing discomfort
Too much bughead https://t.co/Mw9BC6Q4vd,False,en,4,0,2021-02-26 04:06:35,"['much', 'bughead']",much bughead
"@coopbettss / this is true but we should also normalize that bughead makes some people (me, included) extremely uncomfortable.",False,en,0,0,2021-02-26 04:05:43,"['true', 'also', 'normalize', 'bughead', 'makes', 'people', 'included', 'extremely', 'uncomfortable']",true also normalize bughead makes people included extremely uncomfortable
"RT @irespectfarmer: @Dream11 full report 
Photo 1: process 
Photo 2 : clone apps with app cloner
Photo 3 : blank number 
Photo 4 : app clon…",False,en,0,2,2021-02-26 04:04:53,"['full', 'report', 'photo', '1', 'process', 'photo', '2', 'clone', 'apps', 'app', 'cloner', 'photo', '3', 'blank', 'number', 'photo', '4', 'app', 'clon']",full report photo 1 process photo 2 clone apps app cloner photo 3 blank number photo 4 app clon
"// we should normalize people shipping both barchie and bughead. like literally as long as betty is happy, that's all i care about. this applies to all ships. plus, it's just a tv show. yes you may hate the ship or a person from that ship, but we all have different opinions.",False,en,16,7,2021-02-26 03:54:47,"['normalize', 'people', 'shipping', 'barchie', 'bughead', 'like', 'literally', 'long', 'betty', 'happy', 'care', 'applies', 'ships', 'plus', 'tv', 'show', 'yes', 'may', 'hate', 'ship', 'person', 'ship', 'different', 'opinions']",normalize people shipping barchie bughead like literally long betty happy care applies ships plus tv show yes may hate ship person ship different opinions
