tweets,quote_status,language,favorite_count,retweet_count,time,processed_text,cleaned_tweets
RT @bugheaddox: I want to make some friends on here so feel free to private message me I would love to get to know you all 💞  #Riverdale #H…,False,en,0,1,2021-02-26 21:19:28,"['want', 'make', 'friends', 'feel', 'free', 'private', 'message', 'would', 'love', 'get', 'know', 'riverdale', 'h']",want make friends feel free private message would love get know riverdale h
@lovexvision @lilireinhart i said bughead true love and barchie just backup,False,en,0,0,2021-02-26 21:18:57,"['said', 'bughead', 'true', 'love', 'barchie', 'backup']",said bughead true love barchie backup
I want to make some friends on here so feel free to private message me I would love to get to know you all 💞  #Riverdale #HarryPotter #BUGHEADENDGAME #bughead #dramione #choni #varchie #hinny #wolfstar #remadora #jilly #Titanic #SpiderMan,False,en,3,1,2021-02-26 21:18:11,"['want', 'make', 'friends', 'feel', 'free', 'private', 'message', 'would', 'love', 'get', 'know', 'riverdale', 'harrypotter', 'bugheadendgame', 'bughead', 'dramione', 'choni', 'varchie', 'hinny', 'wolfstar', 'remadora', 'jilly', 'titanic', 'spiderman']",want make friends feel free private message would love get know riverdale harrypotter bugheadendgame bughead dramione choni varchie hinny wolfstar remadora jilly titanic spiderman
@Bughead_Support @_cristimtz04 Bughead,False,en,0,0,2021-02-26 21:17:16,"['cristimtz04', 'bughead']",cristimtz04 bughead
I feel like Bughead will find Polly!! https://t.co/2qXEZ8fWqo https://t.co/Bux1kjHHdk,True,en,1,0,2021-02-26 21:15:49,"['feel', 'like', 'bughead', 'find', 'polly']",feel like bughead find polly
@Bughead_Support Bughead Endgame 🥰🥰🥰,False,en,1,0,2021-02-26 21:15:32,"['bughead', 'endgame']",bughead endgame
@Bughead_Support Always a bugheader... @bughead_support,False,en,0,0,2021-02-26 21:15:07,"['always', 'bugheader']",always bugheader
@CW_Riverdale bughead could find her,False,en,0,0,2021-02-26 21:14:47,"['bughead', 'could', 'find']",bughead could find
"1 hour and 44 minutes left....
#TeamBughead #Bughead https://t.co/tTxVmgpPkX",True,en,0,0,2021-02-26 21:12:51,"['1', 'hour', '44', 'minutes', 'left', 'teambughead', 'bughead']",1 hour 44 minutes left teambughead bughead
@Bughead_Support bughead :),False,en,0,0,2021-02-26 21:12:34,['bughead'],bughead
RT @reinhartsdivine: @CW_Riverdale endgame couple 👇🏻 #bughead https://t.co/70WyQ1NbuS,False,en,0,1,2021-02-26 21:12:34,"['endgame', 'couple', 'bughead']",endgame couple bughead
@10000sexarses a very violent thought crept into my mind when I saw this. Bughead.,False,en,1,0,2021-02-26 21:09:13,"['violent', 'thought', 'crept', 'mind', 'saw', 'bughead']",violent thought crept mind saw bughead
"RT @Deckerstar_6666: For the #Riverdale fans.
(I'm personally a Bughead shipper)",False,en,0,162,2021-02-26 21:08:03,"['riverdale', 'fans', 'personally', 'bughead', 'shipper']",riverdale fans personally bughead shipper
@Bughead_Support BUGHEAD,False,en,1,0,2021-02-26 21:07:57,['bughead'],bughead
@CW_Riverdale bughead will find her https://t.co/7ZybF8LWf5,False,en,30,1,2021-02-26 21:07:18,"['bughead', 'find']",bughead find
RT @mariareinhaart: where is bughead?devolvedme a bughead,True,en,0,1,2021-02-26 21:06:40,"['bughead', 'devolvedme', 'bughead']",bughead devolvedme bughead
@Bughead_Support Bughead ✨,False,en,0,0,2021-02-26 21:06:09,['bughead'],bughead
@chintandesaiii @classyreinhart Just Wait and watch bugHead and Varchie is end game here,False,en,0,0,2021-02-26 21:05:33,"['wait', 'watch', 'bughead', 'varchie', 'end', 'game']",wait watch bughead varchie end game
@Bughead_Support Bughead :),False,en,0,0,2021-02-26 21:05:20,['bughead'],bughead
RT @reinhartsdivine: miss you.... :( #bughead https://t.co/0aHijaoNjU,False,en,0,3,2021-02-26 21:04:12,"['miss', 'bughead']",miss bughead
"134) i’m pregnant - 50shades-of-bughead (betty cooper + jughead jones)🤰🏼

one-shot // sem contagem (drabble tumblr)",False,en,0,0,2021-02-26 21:03:41,"['134', 'pregnant', '50shades', 'bughead', 'betty', 'cooper', 'jughead', 'jones', 'one', 'shot', 'sem', 'contagem', 'drabble', 'tumblr']",134 pregnant 50shades bughead betty cooper jughead jones one shot sem contagem drabble tumblr
also my biggest flex is that I saw this moment live and I told my siblings (who shipped bughead) that I had a big feeling they were going to kiss and when then they did 😎😎 and my siblings said they were cute too,False,en,1,0,2021-02-26 21:02:55,"['also', 'biggest', 'flex', 'saw', 'moment', 'live', 'told', 'siblings', 'shipped', 'bughead', 'big', 'feeling', 'going', 'kiss', 'siblings', 'said', 'cute']",also biggest flex saw moment live told siblings shipped bughead big feeling going kiss siblings said cute
where is bughead?devolvedme a bughead https://t.co/TqFsN3j2eg,True,en,1,1,2021-02-26 21:02:42,"['bughead', 'devolvedme', 'bughead']",bughead devolvedme bughead
@CW_Riverdale Idk maybe jughead can help bughead exes to lovers https://t.co/UQdaHcv9XZ,False,en,11,1,2021-02-26 21:02:06,"['idk', 'maybe', 'jughead', 'help', 'bughead', 'exes', 'lovers']",idk maybe jughead help bughead exes lovers
@CW_Riverdale i have a better question. where is bughead? https://t.co/3BtFgcqXdQ,False,en,46,6,2021-02-26 21:01:34,"['better', 'question', 'bughead']",better question bughead
"BARCHIE or BUGHEAD.     
Me: bughead is endgame 💕. @CW_Riverdale",False,en,0,0,2021-02-26 21:01:19,"['barchie', 'bughead', 'bughead', 'endgame']",barchie bughead bughead endgame
@Bughead_Support Bughead!,False,en,0,0,2021-02-26 21:01:16,['bughead'],bughead
RT @BugheadUpdates: @CW_Riverdale okay and bughead when https://t.co/ty4Rcel2ri,False,en,0,7,2021-02-26 21:01:15,"['okay', 'bughead']",okay bughead
@classyreinhart @Bughead_Support gonna rewatch season 1 for these scenes and these scenes only,False,en,0,0,2021-02-26 21:00:42,"['gonna', 'rewatch', 'season', '1', 'scenes', 'scenes']",gonna rewatch season 1 scenes scenes
@classyreinhart @Bughead_Support i miss them solving mysteries and kissing and cuddling 😒,False,en,0,0,2021-02-26 20:59:25,"['miss', 'solving', 'mysteries', 'kissing', 'cuddling']",miss solving mysteries kissing cuddling
@Bughead_Support @BugheadUpdates bughead,False,en,1,0,2021-02-26 20:58:42,['bughead'],bughead
@classyreinhart @Bughead_Support For sure can't wait 😍,False,en,0,0,2021-02-26 20:54:52,"['sure', 'wait']",sure wait
Bughead or barchie  ¯\_(ツ)_/¯,False,en,0,0,2021-02-26 20:54:08,"['bughead', 'barchie']",bughead barchie
@Bughead_Support Bughead 4 life,False,en,1,0,2021-02-26 20:53:36,"['bughead', '4', 'life']",bughead 4 life
RT @rhondasa10: #barchie cannot be endgame nd d reason is not #varchie its #bughead...its just the superior ship...archie will always b a p…,False,en,0,1,2021-02-26 20:53:29,"['barchie', 'cannot', 'endgame', 'nd', 'reason', 'varchie', 'bughead', 'superior', 'ship', 'archie', 'always', 'b', 'p']",barchie cannot endgame nd reason varchie bughead superior ship archie always b p
@Bughead_Support bughead endgame,False,en,1,0,2021-02-26 20:52:01,"['bughead', 'endgame']",bughead endgame
@Bughead_Support Bughead ❤🐍❤,False,en,1,0,2021-02-26 20:50:09,['bughead'],bughead
any good bughead parenting fanfic recommendation???,False,en,3,0,2021-02-26 20:49:01,"['good', 'bughead', 'parenting', 'fanfic', 'recommendation']",good bughead parenting fanfic recommendation
"@Ls2393710611 @CW_Riverdale ik its your opinion I just think its dumb that u want pay back like I live Bughead and Varchie but I wanna see where Barchie goes im sorry I came off rude but all I wanna see ifBarchie gets somewhere, thats my opinion and I get yours but why would they get pay back after 7 years?",False,en,0,0,2021-02-26 20:48:37,"['ik', 'opinion', 'think', 'dumb', 'u', 'want', 'pay', 'back', 'like', 'live', 'bughead', 'varchie', 'wanna', 'see', 'barchie', 'goes', 'im', 'sorry', 'came', 'rude', 'wanna', 'see', 'ifbarchie', 'gets', 'somewhere', 'thats', 'opinion', 'get', 'would', 'get', 'pay', 'back', '7', 'years']",ik opinion think dumb u want pay back like live bughead varchie wanna see barchie goes im sorry came rude wanna see ifbarchie gets somewhere thats opinion get would get pay back 7 years
"@Stephaniess8241 @RiverdaleBrasil @WarnerChannelBR Keep dreaming, Bughead is dead",False,en,0,0,2021-02-26 20:48:31,"['keep', 'dreaming', 'bughead', 'dead']",keep dreaming bughead dead
@bughead_luvs @Bughead_Support @BugheadUpdates Bughead endgame,False,en,0,0,2021-02-26 20:45:45,"['bughead', 'endgame']",bughead endgame
@colesprouse m taking your dating privileges 😌✋🏿.  #Riverdale #jughead #bughead #southsideserpants,False,en,1,0,2021-02-26 20:45:43,"['taking', 'dating', 'privileges', 'riverdale', 'jughead', 'bughead', 'southsideserpants']",taking dating privileges riverdale jughead bughead southsideserpants
not me having #bughead depression hour ..,False,en,4,0,2021-02-26 20:45:29,"['bughead', 'depression', 'hour']",bughead depression hour
miss you.... :( #bughead https://t.co/0aHijaoNjU,False,en,35,3,2021-02-26 20:44:58,"['miss', 'bughead']",miss bughead
I miss bughead wtf https://t.co/j66usvwhjf,False,en,9,0,2021-02-26 20:43:22,"['miss', 'bughead', 'wtf']",miss bughead wtf
@Erisluvie @enigmabuqhead and of s2 i think,False,en,0,0,2021-02-26 20:42:47,"['s2', 'think']",s2 think
they are meant to be together #bughead https://t.co/cfa8t3sICH,False,en,12,1,2021-02-26 20:41:58,"['meant', 'together', 'bughead']",meant together bughead
@Bughead_Support Bughead😙,False,en,1,0,2021-02-26 20:40:25,['bughead'],bughead
@Bughead_Support #bughead 💯 nothing changing my mind :),False,en,1,0,2021-02-26 20:39:12,"['bughead', 'nothing', 'changing', 'mind']",bughead nothing changing mind
"RT @BUGGIEDALE: calling one couple a  ""chemistry waste"" when THIS excited while their ""chemistry"" was wasting is just embarrassing. 
#River…",False,en,0,24,2021-02-26 20:38:54,"['calling', 'one', 'couple', 'chemistry', 'waste', 'excited', 'chemistry', 'wasting', 'embarrassing', 'river']",calling one couple chemistry waste excited chemistry wasting embarrassing river
"RT @PRFCTSPR0USE: tori here! i’m back🤗 
here’s my stan list!
 • sabrina carpenter
 • justin bieber 
 • jughead jones &amp; cole sprouse 
 • oli…",False,en,0,9,2021-02-26 20:38:49,"['tori', 'back', 'stan', 'list', 'sabrina', 'carpenter', 'justin', 'bieber', 'jughead', 'jones', 'amp', 'cole', 'sprouse', 'oli']",tori back stan list sabrina carpenter justin bieber jughead jones amp cole sprouse oli
@Bughead_Support Bughead.,False,en,1,0,2021-02-26 20:37:36,['bughead'],bughead
@CW_Riverdale BUGHEAD ENDGAME PERIOD!❤,False,en,0,0,2021-02-26 20:36:48,"['bughead', 'endgame', 'period']",bughead endgame period
"@SuperheroTVcom neither, bughead",False,en,1,0,2021-02-26 20:36:32,"['neither', 'bughead']",neither bughead
RT @bugheadblossom: @CW_Riverdale OK NOW GIVE US BUGHEAD AND CHONI,False,en,0,6,2021-02-26 20:35:05,"['ok', 'give', 'us', 'bughead', 'choni']",ok give us bughead choni
"RT @reinhartsbliss: @CW_Riverdale Bughead endgame 😗
https://t.co/MH0rETfi6n",False,en,0,12,2021-02-26 20:34:55,"['bughead', 'endgame']",bughead endgame
relationship was weird (again pre manipulation revelation) couldn't care less that the same standards kind of applied to bughead. my point is I couldn't care less if people ship bughead just don't be a hypocrite about it please,False,en,1,0,2021-02-26 20:34:53,"['relationship', 'weird', 'pre', 'manipulation', 'revelation', 'care', 'less', 'standards', 'kind', 'applied', 'bughead', 'point', 'care', 'less', 'people', 'ship', 'bughead', 'hypocrite', 'please']",relationship weird pre manipulation revelation care less standards kind applied bughead point care less people ship bughead hypocrite please
I also think that before it was revealed that she manipulated him people thought Jenna and Toby's relationship in pll was weird bc they were step siblings and #bughead practically were step siblings and even shared a sibling and the same people who thought Jenna and Toby's,False,en,1,0,2021-02-26 20:34:53,"['also', 'think', 'revealed', 'manipulated', 'people', 'thought', 'jenna', 'toby', 'relationship', 'pll', 'weird', 'bc', 'step', 'siblings', 'bughead', 'practically', 'step', 'siblings', 'even', 'shared', 'sibling', 'people', 'thought', 'jenna', 'toby']",also think revealed manipulated people thought jenna toby relationship pll weird bc step siblings bughead practically step siblings even shared sibling people thought jenna toby
